/home/server/WSN-Projects/riot-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200" -ln "/tmp/pyterm-server" -rn "2025-07-10_16.24.59-pkt_logger-feather-nrf52840-sense"  
2025-07-10 16:24:59,423 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2025-07-10 16:25:00,428 # shell: command not found: r
> 2025-07-10 16:25:00,429 # 
> 2025-07-10 16:25:09,445 # main(): This is Rr
2025-07-10 16:25:09,446 # shell: command not found: main():
> 2025-07-10 16:25:09,446 # 
> 2025-07-10 16:25:09,446 # status
2025-07-10 16:25:09,447 # Targets (0):
2025-07-10 16:25:09,447 # Sender running: false
2025-07-10 16:26:52,730 # -71,88
2025-07-10 16:26:52,830 # -72,84
2025-07-10 16:26:52,933 # -72,84
2025-07-10 16:26:53,031 # -72,84
2025-07-10 16:26:53,134 # -71,88
2025-07-10 16:26:53,232 # -71,88
2025-07-10 16:26:53,333 # -71,88
2025-07-10 16:26:53,336 # -71,88
2025-07-10 16:26:53,435 # -71,88
2025-07-10 16:26:53,535 # -71,88
2025-07-10 16:26:53,636 # -71,88
2025-07-10 16:26:53,743 # -71,88
2025-07-10 16:26:53,836 # -71,88
2025-07-10 16:26:53,938 # -71,88
2025-07-10 16:26:54,039 # -71,88
2025-07-10 16:26:54,139 # -72,84
2025-07-10 16:26:54,240 # -71,88
2025-07-10 16:26:54,340 # -71,88
2025-07-10 16:26:54,441 # -71,88
2025-07-10 16:26:54,541 # -71,88
2025-07-10 16:26:54,641 # -71,88
2025-07-10 16:26:54,743 # -71,88
2025-07-10 16:26:54,842 # -71,88
2025-07-10 16:26:54,943 # -71,88
2025-07-10 16:26:55,044 # -72,84
2025-07-10 16:26:55,144 # -71,88
2025-07-10 16:26:55,245 # -72,84
2025-07-10 16:26:55,345 # -71,88
2025-07-10 16:26:55,445 # -72,84
2025-07-10 16:26:55,551 # -71,88
2025-07-10 16:26:55,647 # -72,84
2025-07-10 16:26:55,747 # -72,84
2025-07-10 16:26:55,849 # -71,88
2025-07-10 16:26:55,948 # -71,88
2025-07-10 16:26:56,049 # -71,88
2025-07-10 16:26:56,148 # -70,92
2025-07-10 16:26:56,152 # -70,92
2025-07-10 16:26:56,249 # -70,92
2025-07-10 16:26:56,352 # -72,84
2025-07-10 16:26:56,452 # -73,80
2025-07-10 16:26:56,551 # -72,84
2025-07-10 16:26:56,653 # -71,88
2025-07-10 16:26:56,753 # -71,88
2025-07-10 16:26:56,854 # -71,88
2025-07-10 16:26:56,955 # -71,88
2025-07-10 16:26:57,054 # -71,88
2025-07-10 16:26:57,156 # -71,88
2025-07-10 16:26:57,255 # -72,84
2025-07-10 16:26:57,261 # -72,84
2025-07-10 16:26:57,357 # -72,84
2025-07-10 16:26:57,456 # -72,84
2025-07-10 16:26:57,557 # -72,84
2025-07-10 16:26:57,658 # -73,80
2025-07-10 16:26:57,759 # -72,84
2025-07-10 16:26:57,860 # -71,88
2025-07-10 16:26:57,960 # -71,88
2025-07-10 16:26:58,060 # -71,88
2025-07-10 16:26:58,161 # -73,80
2025-07-10 16:26:58,262 # -72,84
2025-07-10 16:26:58,363 # -71,88
2025-07-10 16:26:58,462 # -71,88
2025-07-10 16:26:58,562 # -71,88
2025-07-10 16:26:58,665 # -71,88
2025-07-10 16:26:58,769 # -72,84
2025-07-10 16:26:58,864 # -71,88
2025-07-10 16:26:58,966 # -72,84
2025-07-10 16:26:59,066 # -72,84
2025-07-10 16:26:59,165 # -72,84
2025-07-10 16:26:59,267 # -73,80
2025-07-10 16:26:59,270 # -73,80
2025-07-10 16:26:59,369 # -74,76
2025-07-10 16:26:59,468 # -73,80
2025-07-10 16:26:59,568 # -73,80
2025-07-10 16:26:59,671 # -73,80
2025-07-10 16:26:59,769 # -73,80
2025-07-10 16:26:59,876 # -74,76
2025-07-10 16:26:59,971 # -72,84
2025-07-10 16:27:00,076 # -71,88
2025-07-10 16:27:00,172 # -73,80
2025-07-10 16:27:00,275 # -75,72
2025-07-10 16:27:00,373 # -72,84
2025-07-10 16:27:00,479 # -72,84
2025-07-10 16:27:00,573 # -71,88
2025-07-10 16:27:00,675 # -72,84
2025-07-10 16:27:00,776 # -74,76
2025-07-10 16:27:00,876 # -71,88
2025-07-10 16:27:00,976 # -72,84
2025-07-10 16:27:01,077 # -73,80
2025-07-10 16:27:01,178 # -74,76
2025-07-10 16:27:01,279 # -73,80
2025-07-10 16:27:01,379 # -72,84
2025-07-10 16:27:01,479 # -71,88
2025-07-10 16:27:01,587 # -71,88
2025-07-10 16:27:01,682 # -71,88
2025-07-10 16:27:01,780 # -71,88
2025-07-10 16:27:01,882 # -70,92
2025-07-10 16:27:01,982 # -71,88
2025-07-10 16:27:02,084 # -71,88
2025-07-10 16:27:02,189 # -72,84
2025-07-10 16:27:02,284 # -72,84
2025-07-10 16:27:02,385 # -72,84
2025-07-10 16:27:02,486 # -71,88
2025-07-10 16:27:02,586 # -72,84
2025-07-10 16:27:02,687 # -72,84
2025-07-10 16:27:02,787 # -72,84
2025-07-10 16:27:02,887 # -73,80
2025-07-10 16:27:02,989 # -73,80
2025-07-10 16:27:03,090 # -73,80
2025-07-10 16:27:03,190 # -72,84
2025-07-10 16:27:03,291 # -72,84
2025-07-10 16:27:03,392 # -73,80
2025-07-10 16:27:03,491 # -73,80
2025-07-10 16:27:03,591 # -72,84
2025-07-10 16:27:03,692 # -71,88
2025-07-10 16:27:03,793 # -72,84
2025-07-10 16:27:03,893 # -71,88
2025-07-10 16:27:03,994 # -72,84
2025-07-10 16:27:04,095 # -71,88
2025-07-10 16:27:04,194 # -71,88
2025-07-10 16:27:04,295 # -71,88
2025-07-10 16:27:04,397 # -71,88
2025-07-10 16:27:04,496 # -71,88
2025-07-10 16:27:04,597 # -71,88
2025-07-10 16:27:04,698 # -71,88
2025-07-10 16:27:04,799 # -71,88
2025-07-10 16:27:04,898 # -72,84
2025-07-10 16:27:05,000 # -72,84
2025-07-10 16:27:05,100 # -71,88
2025-07-10 16:27:05,201 # -71,88
2025-07-10 16:27:05,302 # -70,92
2025-07-10 16:27:05,401 # -70,92
2025-07-10 16:27:05,503 # -70,92
2025-07-10 16:27:05,602 # -71,88
2025-07-10 16:27:05,702 # -72,84
2025-07-10 16:27:05,805 # -70,92
2025-07-10 16:27:05,905 # -71,88
2025-07-10 16:27:06,005 # -71,88
2025-07-10 16:27:06,112 # -72,84
2025-07-10 16:27:06,207 # -72,84
2025-07-10 16:27:06,306 # -73,80
2025-07-10 16:27:06,406 # -74,76
2025-07-10 16:27:06,508 # -74,76
2025-07-10 16:27:06,608 # -74,76
2025-07-10 16:27:06,711 # -73,80
2025-07-10 16:27:06,810 # -73,80
2025-07-10 16:27:06,910 # -73,80
2025-07-10 16:27:06,915 # -74,76
2025-07-10 16:27:07,010 # -74,76
2025-07-10 16:27:07,112 # -74,76
2025-07-10 16:27:07,212 # -72,84
2025-07-10 16:27:07,312 # -73,80
2025-07-10 16:27:07,414 # -73,80
2025-07-10 16:27:07,514 # -74,76
2025-07-10 16:27:07,614 # -73,80
2025-07-10 16:27:07,715 # -74,76
2025-07-10 16:27:07,817 # -75,72
2025-07-10 16:27:07,917 # -74,76
2025-07-10 16:27:08,016 # -74,76
2025-07-10 16:27:08,118 # -74,76
2025-07-10 16:27:08,217 # -74,76
2025-07-10 16:27:08,322 # -75,72
2025-07-10 16:27:08,420 # -75,72
2025-07-10 16:27:08,519 # -74,76
2025-07-10 16:27:08,622 # -74,76
2025-07-10 16:27:08,721 # -74,76
2025-07-10 16:27:08,822 # -74,76
2025-07-10 16:27:08,923 # -76,68
2025-07-10 16:27:09,029 # -76,68
2025-07-10 16:27:09,123 # -74,76
2025-07-10 16:27:09,223 # -75,72
2025-07-10 16:27:09,324 # -76,68
2025-07-10 16:27:09,423 # -75,72
2025-07-10 16:27:09,526 # -74,76
2025-07-10 16:27:09,626 # -74,76
2025-07-10 16:27:09,727 # -75,72
2025-07-10 16:27:09,828 # -77,64
2025-07-10 16:27:09,926 # -74,76
2025-07-10 16:27:10,027 # -77,64
2025-07-10 16:27:10,130 # -74,76
2025-07-10 16:27:10,229 # -74,76
2025-07-10 16:27:10,329 # -74,76
2025-07-10 16:27:10,430 # -74,76
2025-07-10 16:27:10,532 # -74,76
2025-07-10 16:27:10,631 # -73,80
2025-07-10 16:27:10,732 # -73,80
2025-07-10 16:27:10,832 # -74,76
2025-07-10 16:27:10,934 # -74,76
2025-07-10 16:27:11,033 # -73,80
2025-07-10 16:27:11,134 # -74,76
2025-07-10 16:27:11,236 # -73,80
2025-07-10 16:27:11,335 # -74,76
2025-07-10 16:27:11,437 # -73,80
2025-07-10 16:27:11,536 # -74,76
2025-07-10 16:27:11,638 # -75,72
2025-07-10 16:27:11,737 # -74,76
2025-07-10 16:27:11,838 # -74,76
2025-07-10 16:27:11,938 # -73,80
2025-07-10 16:27:12,039 # -73,80
2025-07-10 16:27:12,140 # -72,84
2025-07-10 16:27:12,240 # -72,84
2025-07-10 16:27:12,342 # -72,84
2025-07-10 16:27:12,447 # -73,80
2025-07-10 16:27:12,543 # -72,84
2025-07-10 16:27:12,644 # -73,80
2025-07-10 16:27:12,744 # -73,80
2025-07-10 16:27:12,843 # -73,80
2025-07-10 16:27:12,944 # -72,84
2025-07-10 16:27:13,046 # -73,80
2025-07-10 16:27:13,150 # -73,80
2025-07-10 16:27:13,246 # -73,80
2025-07-10 16:27:13,348 # -73,80
2025-07-10 16:27:13,448 # -73,80
2025-07-10 16:27:13,548 # -73,80
2025-07-10 16:27:13,648 # -73,80
2025-07-10 16:27:13,748 # -73,80
2025-07-10 16:27:13,851 # -73,80
2025-07-10 16:27:13,950 # -72,84
2025-07-10 16:27:14,051 # -72,84
2025-07-10 16:27:14,152 # -72,84
2025-07-10 16:27:14,251 # -72,84
2025-07-10 16:27:14,352 # -72,84
2025-07-10 16:27:14,452 # -72,84
2025-07-10 16:27:14,554 # -72,84
2025-07-10 16:27:14,653 # -72,84
2025-07-10 16:27:14,755 # -72,84
2025-07-10 16:27:14,854 # -72,84
2025-07-10 16:27:14,955 # -72,84
2025-07-10 16:27:15,057 # -72,84
2025-07-10 16:27:15,158 # -72,84
2025-07-10 16:27:15,259 # -72,84
2025-07-10 16:27:15,359 # -72,84
2025-07-10 16:27:15,460 # -72,84
2025-07-10 16:27:15,559 # -72,84
2025-07-10 16:27:15,664 # -72,84
2025-07-10 16:27:15,760 # -72,84
2025-07-10 16:27:15,861 # -72,84
2025-07-10 16:27:15,961 # -72,84
2025-07-10 16:27:16,062 # -73,80
2025-07-10 16:27:16,163 # -73,80
2025-07-10 16:27:16,265 # -73,80
2025-07-10 16:27:16,364 # -73,80
2025-07-10 16:27:16,465 # -73,80
2025-07-10 16:27:16,566 # -73,80
2025-07-10 16:27:16,665 # -73,80
2025-07-10 16:27:16,765 # -72,84
2025-07-10 16:27:16,867 # -72,84
2025-07-10 16:27:16,968 # -72,84
2025-07-10 16:27:17,068 # -73,80
2025-07-10 16:27:17,170 # -73,80
2025-07-10 16:27:17,175 # -73,80
2025-07-10 16:27:17,269 # -72,84
2025-07-10 16:27:17,370 # -73,80
2025-07-10 16:27:17,470 # -72,84
2025-07-10 16:27:17,572 # -72,84
2025-07-10 16:27:17,679 # -72,84
2025-07-10 16:27:17,772 # -73,80
2025-07-10 16:27:17,872 # -72,84
2025-07-10 16:27:17,973 # -72,84
2025-07-10 16:27:18,073 # -72,84
2025-07-10 16:27:18,175 # -72,84
2025-07-10 16:27:18,274 # -73,80
2025-07-10 16:27:18,375 # -71,88
2025-07-10 16:27:18,476 # -71,88
2025-07-10 16:27:18,576 # -71,88
2025-07-10 16:27:18,678 # -71,88
2025-07-10 16:27:18,786 # -72,84
2025-07-10 16:27:18,878 # -72,84
2025-07-10 16:27:18,978 # -72,84
2025-07-10 16:27:19,079 # -72,84
2025-07-10 16:27:19,179 # -72,84
2025-07-10 16:27:19,280 # -71,88
2025-07-10 16:27:19,381 # -72,84
2025-07-10 16:27:19,482 # -73,80
2025-07-10 16:27:19,581 # -73,80
2025-07-10 16:27:19,682 # -73,80
2025-07-10 16:27:19,784 # -73,80
2025-07-10 16:27:19,883 # -72,84
2025-07-10 16:27:19,983 # -73,80
2025-07-10 16:27:20,085 # -73,80
2025-07-10 16:27:20,186 # -72,84
2025-07-10 16:27:20,286 # -72,84
2025-07-10 16:27:20,386 # -72,84
2025-07-10 16:27:20,393 # -72,84
2025-07-10 16:27:20,487 # -73,80
2025-07-10 16:27:20,587 # -73,80
2025-07-10 16:27:20,688 # -73,80
2025-07-10 16:27:20,789 # -73,80
2025-07-10 16:27:20,888 # -72,84
2025-07-10 16:27:20,990 # -72,84
2025-07-10 16:27:21,089 # -72,84
2025-07-10 16:27:21,192 # -73,80
2025-07-10 16:27:21,292 # -74,76
2025-07-10 16:27:21,393 # -75,72
2025-07-10 16:27:21,492 # -76,68
2025-07-10 16:27:21,593 # -75,72
2025-07-10 16:27:21,694 # -75,72
2025-07-10 16:27:21,796 # -75,72
2025-07-10 16:27:21,799 # -75,72
2025-07-10 16:27:21,895 # -75,72
2025-07-10 16:27:21,995 # -75,72
2025-07-10 16:27:22,095 # -75,72
2025-07-10 16:27:22,099 # -75,72
2025-07-10 16:27:22,196 # -76,68
2025-07-10 16:27:22,298 # -75,72
2025-07-10 16:27:22,399 # -75,72
2025-07-10 16:27:22,500 # -74,76
2025-07-10 16:27:22,599 # -74,76
2025-07-10 16:27:22,698 # -73,80
2025-07-10 16:27:22,800 # -73,80
2025-07-10 16:27:22,901 # -72,84
2025-07-10 16:27:23,001 # -71,88
2025-07-10 16:27:23,101 # -71,88
2025-07-10 16:27:23,202 # -71,88
2025-07-10 16:27:23,304 # -71,88
2025-07-10 16:27:23,404 # -72,84
2025-07-10 16:27:23,504 # -72,84
2025-07-10 16:27:23,606 # -72,84
2025-07-10 16:27:23,706 # -73,80
2025-07-10 16:27:23,807 # -73,80
2025-07-10 16:27:23,908 # -73,80
2025-07-10 16:27:24,008 # -73,80
2025-07-10 16:27:24,107 # -73,80
2025-07-10 16:27:24,208 # -73,80
2025-07-10 16:27:24,308 # -73,80
2025-07-10 16:27:24,410 # -73,80
2025-07-10 16:27:24,509 # -72,84
2025-07-10 16:27:24,610 # -72,84
2025-07-10 16:27:24,711 # -72,84
2025-07-10 16:27:24,811 # -72,84
2025-07-10 16:27:24,911 # -72,84
2025-07-10 16:27:25,013 # -72,84
2025-07-10 16:27:25,117 # -72,84
2025-07-10 16:27:25,215 # -72,84
2025-07-10 16:27:25,315 # -72,84
2025-07-10 16:27:25,415 # -72,84
2025-07-10 16:27:25,516 # -72,84
2025-07-10 16:27:25,617 # -72,84
2025-07-10 16:27:25,717 # -72,84
2025-07-10 16:27:25,817 # -72,84
2025-07-10 16:27:25,917 # -72,84
2025-07-10 16:27:26,020 # -72,84
2025-07-10 16:27:26,119 # -72,84
2025-07-10 16:27:26,221 # -72,84
2025-07-10 16:27:26,320 # -72,84
2025-07-10 16:27:26,420 # -72,84
2025-07-10 16:27:26,423 # -72,84
2025-07-10 16:27:26,522 # -73,80
2025-07-10 16:27:26,623 # -72,84
2025-07-10 16:27:26,723 # -72,84
2025-07-10 16:27:26,823 # -73,80
2025-07-10 16:27:26,924 # -72,84
2025-07-10 16:27:27,025 # -73,80
2025-07-10 16:27:27,123 # -72,84
2025-07-10 16:27:27,225 # -72,84
2025-07-10 16:27:27,326 # -72,84
2025-07-10 16:27:27,427 # -72,84
2025-07-10 16:27:27,526 # -72,84
2025-07-10 16:27:27,627 # -72,84
2025-07-10 16:27:27,728 # -72,84
2025-07-10 16:27:27,827 # -72,84
2025-07-10 16:27:27,928 # -71,88
2025-07-10 16:27:28,031 # -71,88
2025-07-10 16:27:28,131 # -72,84
2025-07-10 16:27:28,231 # -71,88
2025-07-10 16:27:28,330 # -71,88
2025-07-10 16:27:28,432 # -72,84
2025-07-10 16:27:28,532 # -72,84
2025-07-10 16:27:28,638 # -72,84
2025-07-10 16:27:28,733 # -72,84
2025-07-10 16:27:28,835 # -71,88
2025-07-10 16:27:28,934 # -71,88
2025-07-10 16:27:29,036 # -72,84
2025-07-10 16:27:29,136 # -72,84
2025-07-10 16:27:29,237 # -73,80
2025-07-10 16:27:29,242 # -73,80
2025-07-10 16:27:29,337 # -73,80
2025-07-10 16:27:29,437 # -72,84
2025-07-10 16:27:29,539 # -71,88
2025-07-10 16:27:29,638 # -71,88
2025-07-10 16:27:29,743 # -71,88
2025-07-10 16:27:29,841 # -72,84
2025-07-10 16:27:29,941 # -71,88
2025-07-10 16:27:30,042 # -72,84
2025-07-10 16:27:30,142 # -72,84
2025-07-10 16:27:30,243 # -72,84
2025-07-10 16:27:30,344 # -72,84
2025-07-10 16:27:30,443 # -72,84
2025-07-10 16:27:30,548 # -72,84
2025-07-10 16:27:30,646 # -71,88
2025-07-10 16:27:30,745 # -72,84
2025-07-10 16:27:30,847 # -71,88
2025-07-10 16:27:30,947 # -71,88
2025-07-10 16:27:31,048 # -71,88
2025-07-10 16:27:31,146 # -70,92
2025-07-10 16:27:31,248 # -71,88
2025-07-10 16:27:31,348 # -71,88
2025-07-10 16:27:31,450 # -71,88
2025-07-10 16:27:31,549 # -71,88
2025-07-10 16:27:31,650 # -72,84
2025-07-10 16:27:31,751 # -72,84
2025-07-10 16:27:31,852 # -72,84
2025-07-10 16:27:31,952 # -72,84
2025-07-10 16:27:32,053 # -72,84
2025-07-10 16:27:32,153 # -71,88
2025-07-10 16:27:32,253 # -71,88
2025-07-10 16:27:32,353 # -71,88
2025-07-10 16:27:32,455 # -71,88
2025-07-10 16:27:32,562 # -71,88
2025-07-10 16:27:32,657 # -71,88
2025-07-10 16:27:32,755 # -71,88
2025-07-10 16:27:32,858 # -70,92
2025-07-10 16:27:32,957 # -71,88
2025-07-10 16:27:33,057 # -72,84
2025-07-10 16:27:33,160 # -72,84
2025-07-10 16:27:33,258 # -72,84
2025-07-10 16:27:33,361 # -73,80
2025-07-10 16:27:33,460 # -72,84
2025-07-10 16:27:33,561 # -72,84
2025-07-10 16:27:33,661 # -72,84
2025-07-10 16:27:33,762 # -72,84
2025-07-10 16:27:33,864 # -71,88
2025-07-10 16:27:33,963 # -71,88
2025-07-10 16:27:34,067 # -71,88
2025-07-10 16:27:34,164 # -71,88
2025-07-10 16:27:34,265 # -70,92
2025-07-10 16:27:34,366 # -70,92
2025-07-10 16:27:34,467 # -70,92
2025-07-10 16:27:34,566 # -70,92
2025-07-10 16:27:34,672 # -70,92
2025-07-10 16:27:34,767 # -70,92
2025-07-10 16:27:34,869 # -70,92
2025-07-10 16:27:34,968 # -71,88
2025-07-10 16:27:35,070 # -70,92
2025-07-10 16:27:35,170 # -71,88
2025-07-10 16:27:35,271 # -70,92
2025-07-10 16:27:35,372 # -70,92
2025-07-10 16:27:35,471 # -70,92
2025-07-10 16:27:35,574 # -70,92
2025-07-10 16:27:35,672 # -70,92
2025-07-10 16:27:35,775 # -71,88
2025-07-10 16:27:35,874 # -70,92
2025-07-10 16:27:35,976 # -71,88
2025-07-10 16:27:36,075 # -71,88
2025-07-10 16:27:36,177 # -71,88
2025-07-10 16:27:36,277 # -71,88
2025-07-10 16:27:36,378 # -71,88
2025-07-10 16:27:36,478 # -70,92
2025-07-10 16:27:36,580 # -70,92
2025-07-10 16:27:36,680 # -70,92
2025-07-10 16:27:36,780 # -70,92
2025-07-10 16:27:36,881 # -70,92
2025-07-10 16:27:36,981 # -70,92
2025-07-10 16:27:37,080 # -71,88
2025-07-10 16:27:37,181 # -71,88
2025-07-10 16:27:37,281 # -71,88
2025-07-10 16:27:37,384 # -71,88
2025-07-10 16:27:37,485 # -71,88
2025-07-10 16:27:37,585 # -72,84
2025-07-10 16:27:37,686 # -71,88
2025-07-10 16:27:37,785 # -72,84
2025-07-10 16:27:37,887 # -72,84
2025-07-10 16:27:37,987 # -72,84
2025-07-10 16:27:38,088 # -72,84
2025-07-10 16:27:38,187 # -71,88
2025-07-10 16:27:38,288 # -72,84
2025-07-10 16:27:38,389 # -72,84
2025-07-10 16:27:38,489 # -73,80
2025-07-10 16:27:38,590 # -72,84
2025-07-10 16:27:38,690 # -71,88
2025-07-10 16:27:38,792 # -72,84
2025-07-10 16:27:38,891 # -72,84
2025-07-10 16:27:38,991 # -72,84
2025-07-10 16:27:39,093 # -71,88
2025-07-10 16:27:39,193 # -72,84
2025-07-10 16:27:39,293 # -73,80
2025-07-10 16:27:39,395 # -73,80
2025-07-10 16:27:39,495 # -74,76
2025-07-10 16:27:39,595 # -74,76
2025-07-10 16:27:39,695 # -75,72
2025-07-10 16:27:39,704 # -74,76
2025-07-10 16:27:39,798 # -74,76
2025-07-10 16:27:39,898 # -73,80
2025-07-10 16:27:39,998 # -73,80
2025-07-10 16:27:40,100 # -72,84
2025-07-10 16:27:40,200 # -71,88
2025-07-10 16:27:40,206 # -72,84
2025-07-10 16:27:40,299 # -71,88
2025-07-10 16:27:40,401 # -72,84
2025-07-10 16:27:40,506 # -73,80
2025-07-10 16:27:40,601 # -72,84
2025-07-10 16:27:40,701 # -72,84
2025-07-10 16:27:40,802 # -72,84
2025-07-10 16:27:40,902 # -72,84
2025-07-10 16:27:41,003 # -71,88
2025-07-10 16:27:41,105 # -70,92
2025-07-10 16:27:41,203 # -73,80
2025-07-10 16:27:41,206 # -73,80
2025-07-10 16:27:41,304 # -73,80
2025-07-10 16:27:41,405 # -70,92
2025-07-10 16:27:41,508 # -71,88
2025-07-10 16:27:41,608 # -73,80
2025-07-10 16:27:41,709 # -74,76
2025-07-10 16:27:41,808 # -72,84
2025-07-10 16:27:41,909 # -70,92
2025-07-10 16:27:42,008 # -69,96
2025-07-10 16:27:42,110 # -70,92
2025-07-10 16:27:42,211 # -70,92
2025-07-10 16:27:42,312 # -71,88
2025-07-10 16:27:42,410 # -72,84
2025-07-10 16:27:42,414 # -72,84
2025-07-10 16:27:42,527 # -73,80
2025-07-10 16:27:42,612 # -73,80
2025-07-10 16:27:42,714 # -73,80
2025-07-10 16:27:42,814 # -73,80
2025-07-10 16:27:42,914 # -74,76
2025-07-10 16:27:43,014 # -73,80
2025-07-10 16:27:43,115 # -73,80
2025-07-10 16:27:43,222 # -73,80
2025-07-10 16:27:43,315 # -73,80
2025-07-10 16:27:43,416 # -73,80
2025-07-10 16:27:43,517 # -72,84
2025-07-10 16:27:43,618 # -72,84
2025-07-10 16:27:43,719 # -72,84
2025-07-10 16:27:43,820 # -72,84
2025-07-10 16:27:43,919 # -72,84
2025-07-10 16:27:44,020 # -71,88
2025-07-10 16:27:44,120 # -71,88
2025-07-10 16:27:44,223 # -71,88
2025-07-10 16:27:44,322 # -71,88
2025-07-10 16:27:44,422 # -71,88
2025-07-10 16:27:44,523 # -71,88
2025-07-10 16:27:44,624 # -71,88
2025-07-10 16:27:44,724 # -72,84
2025-07-10 16:27:44,825 # -72,84
2025-07-10 16:27:44,931 # -72,84
2025-07-10 16:27:45,027 # -72,84
2025-07-10 16:27:45,128 # -72,84
2025-07-10 16:27:45,228 # -71,88
2025-07-10 16:27:45,335 # -72,84
2025-07-10 16:27:45,429 # -71,88
2025-07-10 16:27:45,528 # -71,88
2025-07-10 16:27:45,630 # -70,92
2025-07-10 16:27:45,732 # -71,88
2025-07-10 16:27:45,831 # -70,92
2025-07-10 16:27:45,932 # -71,88
2025-07-10 16:27:46,031 # -71,88
2025-07-10 16:27:46,133 # -71,88
2025-07-10 16:27:46,234 # -71,88
2025-07-10 16:27:46,333 # -71,88
2025-07-10 16:27:46,434 # -72,84
2025-07-10 16:27:46,534 # -71,88
2025-07-10 16:27:46,636 # -71,88
2025-07-10 16:27:46,736 # -72,84
2025-07-10 16:27:46,837 # -70,92
2025-07-10 16:27:46,938 # -71,88
2025-07-10 16:27:47,038 # -71,88
2025-07-10 16:27:47,139 # -71,88
2025-07-10 16:27:47,240 # -71,88
2025-07-10 16:27:47,343 # -70,92
2025-07-10 16:27:47,440 # -72,84
2025-07-10 16:27:47,541 # -71,88
2025-07-10 16:27:47,642 # -71,88
2025-07-10 16:27:47,747 # -71,88
2025-07-10 16:27:47,842 # -73,80
2025-07-10 16:27:47,943 # -72,84
2025-07-10 16:27:48,044 # -71,88
2025-07-10 16:27:48,145 # -72,84
2025-07-10 16:27:48,246 # -71,88
2025-07-10 16:27:48,344 # -71,88
2025-07-10 16:27:48,350 # -71,88
2025-07-10 16:27:48,445 # -71,88
2025-07-10 16:27:48,545 # -71,88
2025-07-10 16:27:48,647 # -71,88
2025-07-10 16:27:48,747 # -71,88
2025-07-10 16:27:48,849 # -71,88
2025-07-10 16:27:48,853 # -71,88
2025-07-10 16:27:48,947 # -71,88
2025-07-10 16:27:49,050 # -72,84
2025-07-10 16:27:49,150 # -71,88
2025-07-10 16:27:49,251 # -71,88
2025-07-10 16:27:49,350 # -72,84
2025-07-10 16:27:49,451 # -73,80
2025-07-10 16:27:49,553 # -74,76
2025-07-10 16:27:49,651 # -73,80
2025-07-10 16:27:49,753 # -73,80
2025-07-10 16:27:49,855 # -73,80
2025-07-10 16:27:49,954 # -73,80
2025-07-10 16:27:50,055 # -73,80
2025-07-10 16:27:50,160 # -73,80
2025-07-10 16:27:50,262 # -74,76
2025-07-10 16:27:50,356 # -73,80
2025-07-10 16:27:50,458 # -73,80
2025-07-10 16:27:50,559 # -73,80
2025-07-10 16:27:50,657 # -73,80
2025-07-10 16:27:50,766 # -72,84
2025-07-10 16:27:50,770 # -72,84
2025-07-10 16:27:50,859 # -72,84
2025-07-10 16:27:50,964 # -72,84
2025-07-10 16:27:51,062 # -71,88
2025-07-10 16:27:51,166 # -72,84
2025-07-10 16:27:51,262 # -71,88
2025-07-10 16:27:51,362 # -71,88
2025-07-10 16:27:51,464 # -71,88
2025-07-10 16:27:51,567 # -71,88
2025-07-10 16:27:51,664 # -70,92
2025-07-10 16:27:51,764 # -70,92
2025-07-10 16:27:51,865 # -71,88
2025-07-10 16:27:51,967 # -70,92
2025-07-10 16:27:52,071 # -71,88
2025-07-10 16:27:52,178 # -72,84
2025-07-10 16:27:52,268 # -73,80
2025-07-10 16:27:52,368 # -74,76
2025-07-10 16:27:52,467 # -73,80
2025-07-10 16:27:52,569 # -73,80
2025-07-10 16:27:52,671 # -72,84
2025-07-10 16:27:52,770 # -73,80
2025-07-10 16:27:52,875 # -73,80
2025-07-10 16:27:52,972 # -72,84
2025-07-10 16:27:53,071 # -71,88
2025-07-10 16:27:53,173 # -71,88
2025-07-10 16:27:53,273 # -72,84
2025-07-10 16:27:53,374 # -72,84
2025-07-10 16:27:53,473 # -72,84
2025-07-10 16:27:53,574 # -72,84
2025-07-10 16:27:53,676 # -71,88
2025-07-10 16:27:53,777 # -71,88
2025-07-10 16:27:53,876 # -71,88
2025-07-10 16:27:53,888 # -71,88
2025-07-10 16:27:53,976 # -72,84
2025-07-10 16:27:54,077 # -72,84
2025-07-10 16:27:54,177 # -72,84
2025-07-10 16:27:54,278 # -72,84
2025-07-10 16:27:54,281 # -72,84
2025-07-10 16:27:54,378 # -71,88
2025-07-10 16:27:54,480 # -70,92
2025-07-10 16:27:54,580 # -70,92
2025-07-10 16:27:54,681 # -72,84
2025-07-10 16:27:54,782 # -72,84
2025-07-10 16:27:54,883 # -72,84
2025-07-10 16:27:54,986 # -72,84
2025-07-10 16:27:55,082 # -72,84
2025-07-10 16:27:55,185 # -72,84
2025-07-10 16:27:55,290 # -71,88
2025-07-10 16:27:55,385 # -72,84
2025-07-10 16:27:55,486 # -72,84
2025-07-10 16:27:55,586 # -72,84
2025-07-10 16:27:55,685 # -73,80
2025-07-10 16:27:55,690 # -73,80
2025-07-10 16:27:55,788 # -72,84
